https://www.constellation.com/campaigns/DisplayNew2020.html	facebook	paid social	evergreen_2023		pr	ct		en	static	v2	lal			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2023_pr_en&utm_content=static_v2_ct&utm_term={{placement}}_lal
https://www.constellation.com/campaigns/DisplayNew2020.html	facebook	paid social	evergreen_2023		pr	ct		en	static	v3	lal			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2023_pr_en&utm_content=static_v3_ct&utm_term={{placement}}_lal
https://www.constellation.com/campaigns/DisplayNew2020.html	facebook	paid social	evergreen_2023		re	ct		en	static	v1	1p			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2023_re_en&utm_content=static_v1_ct&utm_term={{placement}}_1p
https://www.constellation.com/campaigns/DisplayNew2020.html	facebook	paid social	evergreen_2023		re	ct		en	static	v2	1p			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2023_re_en&utm_content=static_v2_ct&utm_term={{placement}}_1p
https://www.constellation.com/campaigns/DisplayNew2020.html	facebook	paid social	evergreen_2023		re	ct		en	static	v3	1p			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2023_re_en&utm_content=static_v3_ct&utm_term={{placement}}_1p
https://www.orderconstellation.com/states/texas-202105	facebook	paid social	evergreen_2023		pr	tx		en	static	v1	lal			https://www.orderconstellation.com/states/texas-202105?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2023_pr_en&utm_content=static_v1_tx&utm_term={{placement}}_lal
https://www.orderconstellation.com/states/texas-202105	facebook	paid social	evergreen_2023		pr	tx		en	static	v2	lal			https://www.orderconstellation.com/states/texas-202105?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2023_pr_en&utm_content=static_v2_tx&utm_term={{placement}}_lal
https://www.orderconstellation.com/states/texas-202105	facebook	paid social	evergreen_2023		pr	tx		en	static	v3	lal			https://www.orderconstellation.com/states/texas-202105?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2023_pr_en&utm_content=static_v3_tx&utm_term={{placement}}_lal
https://www.orderconstellation.com/states/texas-202105	facebook	paid social	evergreen_2023		re	tx		en	static	v1	1p			https://www.orderconstellation.com/states/texas-202105?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2023_re_en&utm_content=static_v1_tx&utm_term={{placement}}_1p
https://www.orderconstellation.com/states/texas-202105	facebook	paid social	evergreen_2023		re	tx		en	static	v2	1p			https://www.orderconstellation.com/states/texas-202105?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2023_re_en&utm_content=static_v2_tx&utm_term={{placement}}_1p
https://www.orderconstellation.com/states/texas-202105	facebook	paid social	evergreen_2023		re	tx		en	static	v3	1p			https://www.orderconstellation.com/states/texas-202105?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2023_re_en&utm_content=static_v3_tx&utm_term={{placement}}_1p
https://www.constellation.com/campaigns/SearchNew2020.html	google	cpc	evergreen_2023	nonbr	pr	oh		en		v1	cntx			https://www.constellation.com/campaigns/SearchNew2020.html?utm_source=google&utm_medium=cpc&utm_campaign=evergreen_2023_nonbr_pr_oh_en&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/content/constellation/en/campaigns/SearchNew2020.html	google	cpc	evergreen_2023	nonbr	pr	ct		hs		v1	cntx			https://www.constellation.com/content/constellation/en/campaigns/SearchNew2020.html?utm_source=google&utm_medium=cpc&utm_campaign=evergreen_2023_nonbr_pr_ct_hs&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/content/constellation/en/campaigns/SearchNew2020.html	google	cpc	evergreen_2023	nonbr	pr	ma		hs		v1	cntx			https://www.constellation.com/content/constellation/en/campaigns/SearchNew2020.html?utm_source=google&utm_medium=cpc&utm_campaign=evergreen_2023_nonbr_pr_ma_hs&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/content/constellation/en/campaigns/SearchNew2020.html	google	cpc	evergreen_2023	nonbr	pr	pa		hs		v1	cntx			https://www.constellation.com/content/constellation/en/campaigns/SearchNew2020.html?utm_source=google&utm_medium=cpc&utm_campaign=evergreen_2023_nonbr_pr_pa_hs&utm_content={ad_content}&utm_term={keyword}
https://www.constellationhome.com/md/ppc/google/attic-insulation/	google	cpc	homeimprovement_2023	nonbr	pr	md		hs		v1	cntx			https://www.constellationhome.com/md/ppc/google/attic-insulation/?utm_source=google&utm_medium=cpc&utm_campaign=homeimprovement_2023_nonbr_pr_md_hs&utm_content={ad_content}&utm_term={keyword}
https://www.constellationhome.com/md/ppc/google/generator/installation	google	cpc	generator_2023	nonbr	pr	md		hs		v1	cntx			https://www.constellationhome.com/md/ppc/google/generator/installation?utm_source=google&utm_medium=cpc&utm_campaign=generator_2023_nonbr_pr_md_hs&utm_content={ad_content}&utm_term={keyword}
https://www.constellationhome.com/md/ppc/google/plumbing-service/	google	cpc	plumbing_2023	nonbr	pr	md		hs		v1	cntx			https://www.constellationhome.com/md/ppc/google/plumbing-service/?utm_source=google&utm_medium=cpc&utm_campaign=plumbing_2023_nonbr_pr_md_hs&utm_content={ad_content}&utm_term={keyword}
https://www.constellationhome.com/md/ppc/google/roofing/	google	cpc	Roofing_2023	nonbr	pr	md		hs		v1	cntx			https://www.constellationhome.com/md/ppc/google/roofing/?utm_source=google&utm_medium=cpc&utm_campaign=roofing_2023_nonbr_pr_md_hs&utm_content={ad_content}&utm_term={keyword}
https://www.constellationhome.com/md/ppc/google/schedule-service/	google	cpc	competitors_2023	comp	pr	md		hs		v1	cntx			https://www.constellationhome.com/md/ppc/google/schedule-service/?utm_source=google&utm_medium=cpc&utm_campaign=competitors_2023_comp_pr_md_hs&utm_content={ad_content}&utm_term={keyword}
https://www.constellationhome.com/md/ppc/google/smart-service/build-your-own-plan/	google	cpc	smartservice_2023	br	pr	md		hs		v1	cntx			https://www.constellationhome.com/md/ppc/google/smart-service/build-your-own-plan/?utm_source=google&utm_medium=cpc&utm_campaign=smartservice_2023_br_pr_md_hs&utm_content={ad_content}&utm_term={keyword}
https://www.constellationhome.com/md/ppc/google/solar-attic-fan/	google	cpc	solaratticfans_2023	nonbr	pr	md		hs		v1	cntx			https://www.constellationhome.com/md/ppc/google/solar-attic-fan/?utm_source=google&utm_medium=cpc&utm_campaign=solaratticfans_2023_nonbr_pr_md_hs&utm_content={ad_content}&utm_term={keyword}
https://www.constellationhome.com/md/ppc/google/window-installation/	google	cpc	windows_2023	nonbr	pr	md		hs		v1	cntx			https://www.constellationhome.com/md/ppc/google/window-installation/?utm_source=google&utm_medium=cpc&utm_campaign=windows_2023_nonbr_pr_md_hs&utm_content={ad_content}&utm_term={keyword}
https://www.constellationhome.com/md/promotion/hvac-install	google	cpc	hvac_2023	br	pr	md		hs		v1	cntx			https://www.constellationhome.com/md/promotion/hvac-install?utm_source=google&utm_medium=cpc&utm_campaign=hvac_2023_br_pr_md_hs&utm_content={ad_content}&utm_term={keyword}
https://www.constellationhome.com/md/promotion/rebrand	google	cpc	bge_2023	br	pr	md		hs		v1	cntx			https://www.constellationhome.com/md/promotion/rebrand?utm_source=google&utm_medium=cpc&utm_campaign=bge_2023_br_pr_md_hs&utm_content={ad_content}&utm_term={keyword}
https://www.constellationhome.com/md/promotion/water-heater-install/	google	cpc	waterheater_2023	nonbr	pr	md		hs		v1	cntx			https://www.constellationhome.com/md/promotion/water-heater-install/?utm_source=google&utm_medium=cpc&utm_campaign=waterheater_2023_nonbr_pr_md_hs&utm_content={ad_content}&utm_term={keyword}
https://www.constellationhome.com/md/rebrand/r2i/digital/constellation-home-formerly-bge-home	google	cpc	brand_2023	br	pr	md		hs		v1	cntx			https://www.constellationhome.com/md/rebrand/r2i/digital/constellation-home-formerly-bge-home?utm_source=google&utm_medium=cpc&utm_campaign=brand_2023_br_pr_md_hs&utm_content={ad_content}&utm_term={keyword}
https://www.constellationhome.com/request-an-estimate	google	cpc	brand_2023	br	pr	md		hs		v1	cntx			https://www.constellationhome.com/request-an-estimate?utm_source=google&utm_medium=cpc&utm_campaign=brand_2023_br_pr_md_hs&utm_content={ad_content}&utm_term={keyword}
https://www.constellationhome.com/tx/promotion/hvac-install	google	cpc	hvac_2023	nonbr	pr	tx		hs		v1	cntx			https://www.constellationhome.com/tx/promotion/hvac-install?utm_source=google&utm_medium=cpc&utm_campaign=hvac_2023_nonbr_pr_tx_hs&utm_content={ad_content}&utm_term={keyword}
https://www.orderconstellation.com/states/ACdallas	google	cpc	acbundle_dr	nonbr	pr	tx	dal	en		v1	cntx			https://www.orderconstellation.com/states/ACdallas?utm_source=google&utm_medium=cpc&utm_campaign=acbundle_dr_nonbr_pr_tx_dal_en&utm_content={ad_content}&utm_term={keyword}
https://www.orderconstellation.com/states/AChouston	google	cpc	acbundle_dr	br	pr	tx	hou	en		v1	cntx			https://www.orderconstellation.com/states/AChouston?utm_source=google&utm_medium=cpc&utm_campaign=acbundle_dr_br_pr_tx_hou_en&utm_content={ad_content}&utm_term={keyword}
https://www.orderconstellation.com/states/georgia-202208	google	cpc	evergreen_2023	nonbr	pr	ga		en		v1	cntx			https://www.orderconstellation.com/states/georgia-202208?utm_source=google&utm_medium=cpc&utm_campaign=evergreen_2023_nonbr_pr_ga_en&utm_content={ad_content}&utm_term={keyword}
https://www.orderconstellation.com/states/georgia/home-services	google	cpc	evergreen_2023	nonbr	pr	ga	atl	en		v1	cntx			https://www.orderconstellation.com/states/georgia/home-services?utm_source=google&utm_medium=cpc&utm_campaign=evergreen_2023_nonbr_pr_ga_atl_en&utm_content={ad_content}&utm_term={keyword}
https://www.orderconstellation.com/states/texas-202105	google	cpc	evergreen_2023	br	pr	tx		en		v1	cntx			https://www.orderconstellation.com/states/texas-202105?utm_source=google&utm_medium=cpc&utm_campaign=evergreen_2023_br_pr_tx_en&utm_content={ad_content}&utm_term={keyword}
https://www.orderconstellation.com/states/texas-202111	google	cpc	evergreen_2023	nonbr	pr	tx		en		v1	cntx			https://www.orderconstellation.com/states/texas-202111?utm_source=google&utm_medium=cpc&utm_campaign=evergreen_2023_nonbr_pr_tx_en&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/campaigns/SearchNew2020.html	google	cpc	evergreen_2023	br	pr	oh		en		v1	cntx			https://www.constellation.com/campaigns/SearchNew2020.html?utm_source=google&utm_medium=cpc&utm_campaign=evergreen_2023_br_pr_oh_en&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/content/constellation/en/campaigns/SearchNew2020.html	google	cpc	evergreen_2023	br	pr	ct		hs		v1	cntx			https://www.constellation.com/content/constellation/en/campaigns/SearchNew2020.html?utm_source=google&utm_medium=cpc&utm_campaign=evergreen_2023_br_pr_ct_hs&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/content/constellation/en/campaigns/SearchNew2020.html	google	cpc	evergreen_2023	br	pr	ma		hs		v1	cntx			https://www.constellation.com/content/constellation/en/campaigns/SearchNew2020.html?utm_source=google&utm_medium=cpc&utm_campaign=evergreen_2023_br_pr_ma_hs&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/content/constellation/en/campaigns/SearchNew2020.html	google	cpc	evergreen_2023	br	pr	pa		hs		v1	cntx			https://www.constellation.com/content/constellation/en/campaigns/SearchNew2020.html?utm_source=google&utm_medium=cpc&utm_campaign=evergreen_2023_br_pr_pa_hs&utm_content={ad_content}&utm_term={keyword}
https://www.constellationhome.com/md/ppc/google/smart-service/build-your-own-plan/	google	cpc	smartservice_2023	nonbr	pr	md		hs		v1	cntx			https://www.constellationhome.com/md/ppc/google/smart-service/build-your-own-plan/?utm_source=google&utm_medium=cpc&utm_campaign=smartservice_2023_nonbr_pr_md_hs&utm_content={ad_content}&utm_term={keyword}
https://www.constellationhome.com/md/promotion/hvac-install	google	cpc	hvac_2023	nonbr	pr	md		hs		v1	cntx			https://www.constellationhome.com/md/promotion/hvac-install?utm_source=google&utm_medium=cpc&utm_campaign=hvac_2023_nonbr_pr_md_hs&utm_content={ad_content}&utm_term={keyword}
https://www.orderconstellation.com/states/ACdallas	google	cpc	acbundle_dr	br	pr	tx	dal	en		v1	cntx			https://www.orderconstellation.com/states/ACdallas?utm_source=google&utm_medium=cpc&utm_campaign=acbundle_dr_br_pr_tx_dal_en&utm_content={ad_content}&utm_term={keyword}
https://www.orderconstellation.com/states/AChouston	google	cpc	acbundle_dr	nonbr	pr	tx	hou	en		v1	cntx			https://www.orderconstellation.com/states/AChouston?utm_source=google&utm_medium=cpc&utm_campaign=acbundle_dr_nonbr_pr_tx_hou_en&utm_content={ad_content}&utm_term={keyword}
https://www.orderconstellation.com/states/georgia-202208	google	cpc	evergreen_2023	br	pr	ga		en		v1	cntx			https://www.orderconstellation.com/states/georgia-202208?utm_source=google&utm_medium=cpc&utm_campaign=evergreen_2023_br_pr_ga_en&utm_content={ad_content}&utm_term={keyword}
https://www.orderconstellation.com/states/georgia/home-services	google	cpc	evergreen_2023	br	pr	ga	atl	en		v1	cntx			https://www.orderconstellation.com/states/georgia/home-services?utm_source=google&utm_medium=cpc&utm_campaign=evergreen_2023_br_pr_ga_atl_en&utm_content={ad_content}&utm_term={keyword}
https://www.orderconstellation.com/states/texas-202105	google	cpc	evergreen_2023	nonbr	pr	tx		en		v1	cntx			https://www.orderconstellation.com/states/texas-202105?utm_source=google&utm_medium=cpc&utm_campaign=evergreen_2023_nonbr_pr_tx_en&utm_content={ad_content}&utm_term={keyword}
https://www.orderconstellation.com/states/texas-202111	google	cpc	evergreen_2023	br	pr	tx		en		v1	cntx			https://www.orderconstellation.com/states/texas-202111?utm_source=google&utm_medium=cpc&utm_campaign=evergreen_2023_br_pr_tx_en&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/campaigns/DisplayNew2020.html	facebook	paid social	Savings_2023		re	oh		en		v1	1p			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=savings_2023_re_en&utm_content=v1_oh&utm_term={{placement}}_1p
https://www.constellation.com/campaigns/DisplayNew2020.html	facebook	paid social	Savings_2023		re	oh		en		v2	1p			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=savings_2023_re_en&utm_content=v2_oh&utm_term={{placement}}_1p
https://www.constellationhome.com/tx/promotion/hvac-install	facebook	paid social	tx_hvac2023		pr	tx		hs		v1	lal			https://www.constellationhome.com/tx/promotion/hvac-install?utm_source=facebook&utm_medium=paid+social&utm_campaign=tx_hvac2023_pr_hs&utm_content=v1_tx&utm_term={{placement}}_lal
https://www.constellationhome.com/tx/promotion/hvac-install	facebook	paid social	tx_hvac2023		pr	tx		hs		v2	lal			https://www.constellationhome.com/tx/promotion/hvac-install?utm_source=facebook&utm_medium=paid+social&utm_campaign=tx_hvac2023_pr_hs&utm_content=v2_tx&utm_term={{placement}}_lal
https://www.constellationhome.com/tx/promotion/hvac-install	facebook	paid social	tx_hvac2023		pr	tx		hs		v3	lal			https://www.constellationhome.com/tx/promotion/hvac-install?utm_source=facebook&utm_medium=paid+social&utm_campaign=tx_hvac2023_pr_hs&utm_content=v3_tx&utm_term={{placement}}_lal
https://www.constellationhome.com/tx/promotion/hvac-install	facebook	paid social	tx_hvac2023		re	tx		hs		v1	1p			https://www.constellationhome.com/tx/promotion/hvac-install?utm_source=facebook&utm_medium=paid+social&utm_campaign=tx_hvac2023_re_hs&utm_content=v1_tx&utm_term={{placement}}_1p
https://www.constellationhome.com/tx/promotion/hvac-install	facebook	paid social	tx_hvac2023		re	tx		hs		v2	1p			https://www.constellationhome.com/tx/promotion/hvac-install?utm_source=facebook&utm_medium=paid+social&utm_campaign=tx_hvac2023_re_hs&utm_content=v2_tx&utm_term={{placement}}_1p
https://www.constellationhome.com/tx/promotion/hvac-install	facebook	paid social	tx_hvac2023		re	tx		hs		v3	1p			https://www.constellationhome.com/tx/promotion/hvac-install?utm_source=facebook&utm_medium=paid+social&utm_campaign=tx_hvac2023_re_hs&utm_content=v3_tx&utm_term={{placement}}_1p
https://www.constellationhome.com/md/promotion/windows-doors	facebook	paid social	windows_doors_2023	nonbr	pr	md		hs		v1				https://www.constellationhome.com/md/promotion/windows-doors?utm_source=facebook&utm_medium=paid+social&utm_campaign=windows_doors_2023_pr_hs&utm_content=v1_md&utm_term={{placement}}
https://www.orderconstellation.com/states/acdallas	google	cpc	acbundle_dr	br	re	tx	dal	en			1p			https://www.orderconstellation.com/states/acdallas?utm_source=google&utm_medium=cpc&utm_campaign=acbundle_dr_br_re_tx_dal_en&utm_content={ad_content}&utm_term={keyword}
https://www.orderconstellation.com/states/acdallas	google	cpc	acbundle_dr	nonbr	re	tx	dal	en			1p			https://www.orderconstellation.com/states/acdallas?utm_source=google&utm_medium=cpc&utm_campaign=acbundle_dr_nonbr_re_tx_dal_en&utm_content={ad_content}&utm_term={keyword}
https://www.orderconstellation.com/states/achouston	google	cpc	acbundle_dr	br	re	tx	hou	en			1p			https://www.orderconstellation.com/states/achouston?utm_source=google&utm_medium=cpc&utm_campaign=acbundle_dr_br_re_tx_hou_en&utm_content={ad_content}&utm_term={keyword}
https://www.orderconstellation.com/states/achouston	google	cpc	acbundle_dr	nonbr	re	tx	hou	en			1p			https://www.orderconstellation.com/states/achouston?utm_source=google&utm_medium=cpc&utm_campaign=acbundle_dr_nonbr_re_tx_hou_en&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/campaigns/DisplayNew2020.html	facebook	paid social	evergreen_2023		pr	pa		en		v1	lal			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2023_pr_en&utm_content=v1_pa&utm_term={{placement}}_lal
https://www.constellation.com/campaigns/DisplayNew2020.html	facebook	paid social	evergreen_2023		pr	pa		en		v2	lal			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2023_pr_en&utm_content=v2_pa&utm_term={{placement}}_lal
https://www.constellation.com/campaigns/DisplayNew2020.html	facebook	paid social	evergreen_2023		pr	pa		en		v3	lal			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2023_pr_en&utm_content=v3_pa&utm_term={{placement}}_lal
https://www.constellation.com/campaigns/DisplayNew2020.html	facebook	paid social	evergreen_2023		re	pa		en			1p			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2023_re_en&utm_content=pa&utm_term={{placement}}_1p
https://www.constellation.com/campaigns/DisplayNew2020.html	facebook	paid social	evergreen_2023		re	pa		en			1p			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2023_re_en&utm_content=pa&utm_term={{placement}}_1p
https://www.constellation.com/campaigns/DisplayNew2020.html	facebook	paid social	evergreen_2023		re	pa		en			1p			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2023_re_en&utm_content=pa&utm_term={{placement}}_1p
https://www.constellation.com/campaigns/DisplayNew2020.html	facebook	paid social	evergreen_2023		pr	md		en		v1	lal			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2023_pr_en&utm_content=v1_md&utm_term={{placement}}_lal
https://www.constellation.com/campaigns/DisplayNew2020.html	facebook	paid social	evergreen_2023		pr	md		en		v2	lal			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2023_pr_en&utm_content=v2_md&utm_term={{placement}}_lal
https://www.constellation.com/campaigns/DisplayNew2020.html	facebook	paid social	evergreen_2023		pr	md		en		v3	lal			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2023_pr_en&utm_content=v3_md&utm_term={{placement}}_lal
https://www.constellation.com/campaigns/DisplayNew2020.html	facebook	paid social	evergreen_2023		re	md		en		v1	1p			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2023_re_en&utm_content=v1_md&utm_term={{placement}}_1p
https://www.constellation.com/campaigns/DisplayNew2020.html	facebook	paid social	evergreen_2023		re	md		en		v2	1p			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2023_re_en&utm_content=v2_md&utm_term={{placement}}_1p
https://www.constellation.com/campaigns/DisplayNew2020.html	facebook	paid social	evergreen_2023		re	md		en		v3	1p			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2023_re_en&utm_content=v3_md&utm_term={{placement}}_1p
https://www.constellation.com/campaigns/DisplayNew2020.html	facebook	paid social	pa_savings2023		re	pa		en		v1	1p			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=pa_savings2023_re_en&utm_content=v1_pa&utm_term={{placement}}_1p
https://www.constellationhome.com/md/promotions/ravens-savins/	facebook	paid social	RavensSavins_2023		pr	md		hs		v1	lal			https://www.constellationhome.com/md/promotions/ravens-savins/?utm_source=facebook&utm_medium=paid+social&utm_campaign=ravenssavins_2023_pr_hs&utm_content=v1_md&utm_term={{placement}}_lal
https://www.constellationhome.com/md/promotions/ravens-savins/	facebook	paid social	RavensSavins_2023		pr	md		hs		v2	lal			https://www.constellationhome.com/md/promotions/ravens-savins/?utm_source=facebook&utm_medium=paid+social&utm_campaign=ravenssavins_2023_pr_hs&utm_content=v2_md&utm_term={{placement}}_lal
https://www.constellationhome.com/md/promotions/ravens-savins/	facebook	paid social	RavensSavins_2023		pr	md		hs		v1	1p			https://www.constellationhome.com/md/promotions/ravens-savins/?utm_source=facebook&utm_medium=paid+social&utm_campaign=ravenssavins_2023_pr_hs&utm_content=v1_md&utm_term={{placement}}_1p
https://www.constellationhome.com/md/promotions/ravens-savins/	facebook	paid social	RavensSavins_2023		pr	md		hs		v2	1p			https://www.constellationhome.com/md/promotions/ravens-savins/?utm_source=facebook&utm_medium=paid+social&utm_campaign=ravenssavins_2023_pr_hs&utm_content=v2_md&utm_term={{placement}}_1p
https://constellationmembership.com/	dv360	display	Constellation_360		pr	md		en	static		1p			https://constellationmembership.com/?utm_source=dv360&utm_medium=display&utm_campaign=constellation_360_pr_en&utm_content=md&utm_term=1p
https://constellationmembership.com/	dv360	display	Constellation_360		re	md		en	static		1p			https://constellationmembership.com/?utm_source=dv360&utm_medium=display&utm_campaign=constellation_360_re_en&utm_content=md&utm_term=1p
https://constellationmembership.com/Constellation360.html	facebook	paid social	Constellation_360		pr	md		en	video		lal			https://constellationmembership.com/Constellation360.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=constellation_360_pr_en&utm_content=video_md&utm_term={{placement}}_lal
https://constellationmembership.com/Constellation360.html	facebook	paid social	Constellation_360		re	md		en	video		1p			https://constellationmembership.com/Constellation360.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=constellation_360_re_en&utm_content=video_md&utm_term={{placement}}_1p
https://constellationmembership.com/Constellation360.html	google	cpc	Constellation_360	br	re	md		en			1p			https://constellationmembership.com/Constellation360.html?utm_source=google&utm_medium=cpc&utm_campaign=constellation_360_br_re_md_en&utm_content={ad_content}&utm_term={keyword}
https://constellationmembership.com/Constellation360.html	google	cpc	Constellation_360	nonbr	re	md		en			1p			https://constellationmembership.com/Constellation360.html?utm_source=google&utm_medium=cpc&utm_campaign=constellation_360_nonbr_re_md_en&utm_content={ad_content}&utm_term={keyword}
https://www.constellationhome.com/md/promotion/inspection	google	cpc	inspection	nonbr	pr	md		hs						https://www.constellationhome.com/md/promotion/inspection?utm_source=google&utm_medium=cpc&utm_campaign=inspection_nonbr_pr_md_hs&utm_content={ad_content}&utm_term={keyword}
https://www.constellationhome.com/md/promotion/water-heater-install/	facebook	paid social	waterheater_2023Fall		pr	md		hs	static	v1	lal			https://www.constellationhome.com/md/promotion/water-heater-install/?utm_source=facebook&utm_medium=paid+social&utm_campaign=waterheater_2023fall_pr_hs&utm_content=static_v1_md&utm_term={{placement}}_lal
https://www.constellationhome.com/md/promotion/water-heater-install/	facebook	paid social	waterheater_2023Fall		pr	md		hs	static	v2	lal			https://www.constellationhome.com/md/promotion/water-heater-install/?utm_source=facebook&utm_medium=paid+social&utm_campaign=waterheater_2023fall_pr_hs&utm_content=static_v2_md&utm_term={{placement}}_lal
https://www.constellationhome.com/md/promotion/water-heater-install/	facebook	paid social	waterheater_2023Fall		pr	md		hs	static	v3	lal			https://www.constellationhome.com/md/promotion/water-heater-install/?utm_source=facebook&utm_medium=paid+social&utm_campaign=waterheater_2023fall_pr_hs&utm_content=static_v3_md&utm_term={{placement}}_lal
https://www.constellationhome.com/md/promotion/water-heater-install/	facebook	paid social	waterheater_2023Fall		pr	md		hs	static	v4	lal			https://www.constellationhome.com/md/promotion/water-heater-install/?utm_source=facebook&utm_medium=paid+social&utm_campaign=waterheater_2023fall_pr_hs&utm_content=static_v4_md&utm_term={{placement}}_lal
https://www.constellationhome.com/md/promotion/water-heater-install/	facebook	paid social	waterheater_2023Fall		re	md		hs	static	v1	1p			https://www.constellationhome.com/md/promotion/water-heater-install/?utm_source=facebook&utm_medium=paid+social&utm_campaign=waterheater_2023fall_re_hs&utm_content=static_v1_md&utm_term={{placement}}_1p
https://www.constellationhome.com/md/promotion/water-heater-install/	facebook	paid social	waterheater_2023Fall		re	md		hs	static	v2	1p			https://www.constellationhome.com/md/promotion/water-heater-install/?utm_source=facebook&utm_medium=paid+social&utm_campaign=waterheater_2023fall_re_hs&utm_content=static_v2_md&utm_term={{placement}}_1p
https://www.constellationhome.com/md/promotion/water-heater-install/	facebook	paid social	waterheater_2023Fall		re	md		hs	static	v3	1p			https://www.constellationhome.com/md/promotion/water-heater-install/?utm_source=facebook&utm_medium=paid+social&utm_campaign=waterheater_2023fall_re_hs&utm_content=static_v3_md&utm_term={{placement}}_1p
https://www.constellationhome.com/md/promotion/water-heater-install/	facebook	paid social	waterheater_2023Fall		re	md		hs	static	v4	1p			https://www.constellationhome.com/md/promotion/water-heater-install/?utm_source=facebook&utm_medium=paid+social&utm_campaign=waterheater_2023fall_re_hs&utm_content=static_v4_md&utm_term={{placement}}_1p
https://www.constellationhome.com/md/promotion/water-heater-install/	dv360	display	waterheater_2023Fall		pr	md		hs	static		3p			https://www.constellationhome.com/md/promotion/water-heater-install/?utm_source=dv360&utm_medium=display&utm_campaign=waterheater_2023fall_pr_hs&utm_content=md&utm_term=3p
https://www.constellationhome.com/md/promotion/water-heater-install/	dv360	display	waterheater_2023Fall		re	md		hs	static		1p			https://www.constellationhome.com/md/promotion/water-heater-install/?utm_source=dv360&utm_medium=display&utm_campaign=waterheater_2023fall_re_hs&utm_content=md&utm_term=1p
https://www.constellationhome.com/md/promotion/hvac-install	google	cpc	heating_2023	nonbr	pr	md		hs						https://www.constellationhome.com/md/promotion/hvac-install?utm_source=google&utm_medium=cpc&utm_campaign=heating_2023_nonbr_pr_md_hs&utm_content={ad_content}&utm_term={keyword}
https://www.constellationhome.com/md/promotion/hvac-install	dv360	video	hvac_homecomfort_2023		pr	md		hs	video	hvac_replacement_15	3p			https://www.constellationhome.com/md/promotion/hvac-install?utm_source=dv360&utm_medium=video&utm_campaign=hvac_homecomfort_2023_pr_hs&utm_content=hvac_replacement_15_md&utm_term=3p
