https://www.constellationhome.com/md/promotion/hvac-install	dv360	video	hvac_homecomfort_2023		pr	md		hs	video	hvac_replacement_30	3p			https://www.constellationhome.com/md/promotion/hvac-install?utm_source=dv360&utm_medium=video&utm_campaign=hvac_homecomfort_2023_pr_hs&utm_content=hvac_replacement_30_md&utm_term=3p
https://www.orderconstellation.com/states/texas-202105	dv360	display	evergreen_2023		pr	tx		en	static	group_1	3p			https://www.orderconstellation.com/states/texas-202105?utm_source=dv360&utm_medium=display&utm_campaign=evergreen_2023_pr_en&utm_content=group_1_tx&utm_term=3p
https://www.orderconstellation.com/states/texas-202105	dv360	display	evergreen_2023		re	tx		en	static	group_1	1p			https://www.orderconstellation.com/states/texas-202105?utm_source=dv360&utm_medium=display&utm_campaign=evergreen_2023_re_en&utm_content=group_1_tx&utm_term=1p
https://www.orderconstellation.com/states/georgia-202208	dv360	display	evergreen_2023		pr	ga		en	static	group_1	3p			https://www.orderconstellation.com/states/georgia-202208?utm_source=dv360&utm_medium=display&utm_campaign=evergreen_2023_pr_en&utm_content=group_1_ga&utm_term=3p
https://www.orderconstellation.com/states/georgia-202208	dv360	display	evergreen_2023		re	ga		en	static	group_1	1p			https://www.orderconstellation.com/states/georgia-202208?utm_source=dv360&utm_medium=display&utm_campaign=evergreen_2023_re_en&utm_content=group_1_ga&utm_term=1p
https://www.constellation.com/campaigns/DisplayNew2020.html	dv360	display	evergreen_2023		pr	cn		en	static	group_1	3p			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=dv360&utm_medium=display&utm_campaign=evergreen_2023_pr_en&utm_content=group_1_cn&utm_term=3p
https://www.constellation.com/campaigns/DisplayNew2020.html	dv360	display	evergreen_2023		re	cn		en	static	group_1	1p			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=dv360&utm_medium=display&utm_campaign=evergreen_2023_re_en&utm_content=group_1_cn&utm_term=1p
https://www.constellation.com/campaigns/DisplayNew2020.html	dv360	display	evergreen_2023		pr	cn		en	static	group_2	3p			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=dv360&utm_medium=display&utm_campaign=evergreen_2023_pr_en&utm_content=group_2_cn&utm_term=3p
https://www.constellation.com/campaigns/DisplayNew2020.html	dv360	display	evergreen_2023		re	cn		en	static	group_2	1p			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=dv360&utm_medium=display&utm_campaign=evergreen_2023_re_en&utm_content=group_2_cn&utm_term=1p
https://choose.constellation.com/holiday-lights/p/1	facebook	paid social	Holiday_Contest		pr			en	static	ad_1	lal			https://choose.constellation.com/holiday-lights/p/1?utm_source=facebook&utm_medium=paid+social&utm_campaign=holiday_contest_pr_en&utm_content=static_ad_1&utm_term={{placement}}_lal
https://choose.constellation.com/holiday-lights/p/1	facebook	paid social	Holiday_Contest		pr			en	static	ad_2	lal			https://choose.constellation.com/holiday-lights/p/1?utm_source=facebook&utm_medium=paid+social&utm_campaign=holiday_contest_pr_en&utm_content=static_ad_2&utm_term={{placement}}_lal
https://choose.constellation.com/ravens-contest-1/p/1	facebook	paid social	Ravens_Contest		pr			en	static	ad_1	lal			https://choose.constellation.com/ravens-contest-1/p/1?utm_source=facebook&utm_medium=paid+social&utm_campaign=ravens_contest_pr_en&utm_content=static_ad_1&utm_term={{placement}}_lal
https://choose.constellation.com/ravens-contest-1/p/1	facebook	paid social	Ravens_Contest		pr			en	static	ad_2	lal			https://choose.constellation.com/ravens-contest-1/p/1?utm_source=facebook&utm_medium=paid+social&utm_campaign=ravens_contest_pr_en&utm_content=static_ad_2&utm_term={{placement}}_lal
https://www.constellation.com/campaigns/DisplayNew2020.html	dv360	display	energy_savings_PA		pr	pa		en	static	utility_1	3p			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=dv360&utm_medium=display&utm_campaign=energy_savings_pa_pr_en&utm_content=utility_1_pa&utm_term=3p
https://www.constellation.com/campaigns/DisplayNew2020.html	dv360	display	energy_savings_PA		pr	pa		en	static	utility_2	3p			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=dv360&utm_medium=display&utm_campaign=energy_savings_pa_pr_en&utm_content=utility_2_pa&utm_term=3p
https://www.constellation.com/campaigns/DisplayNew2020.html	dv360	display	energy_savings_PA		pr	pa		en	static	utility_3	3p			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=dv360&utm_medium=display&utm_campaign=energy_savings_pa_pr_en&utm_content=utility_3_pa&utm_term=3p
https://www.constellation.com/campaigns/DisplayNew2020.html	dv360	display	energy_savings_OH		pr	oh		en	static	utility_1	3p			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=dv360&utm_medium=display&utm_campaign=energy_savings_oh_pr_en&utm_content=utility_1_oh&utm_term=3p
https://www.constellation.com/campaigns/DisplayNew2020.html	dv360	display	energy_savings_OH		pr	oh		en	static	utility_2	3p			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=dv360&utm_medium=display&utm_campaign=energy_savings_oh_pr_en&utm_content=utility_2_oh&utm_term=3p
https://www.constellation.com/campaigns/DisplayNew2020.html	dv360	display	energy_savings_OH		pr	oh		en	static	utility_3	3p			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=dv360&utm_medium=display&utm_campaign=energy_savings_oh_pr_en&utm_content=utility_3_oh&utm_term=3p
https://www.constellationhome.com/md/promotion/home-comfort	google	cpc	smartservice_2023	br	pr	md		hs						https://www.constellationhome.com/md/promotion/home-comfort?utm_source=google&utm_medium=cpc&utm_campaign=smartservice_2023_br_pr_md_hs&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/campaigns/DisplayNew2020.html	dv360	display	energy_savings_MD		pr	md		en	static	utility_1	3p			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=dv360&utm_medium=display&utm_campaign=energy_savings_md_pr_en&utm_content=utility_1_md&utm_term=3p
https://www.constellation.com/campaigns/DisplayNew2020.html	dv360	display	energy_savings_MD		pr	md		en	static	utility_2	3p			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=dv360&utm_medium=display&utm_campaign=energy_savings_md_pr_en&utm_content=utility_2_md&utm_term=3p
https://www.constellation.com/campaigns/DisplayNew2020.html	dv360	display	energy_savings_MD		pr	md		en	static	utility_3	3p			https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=dv360&utm_medium=display&utm_campaign=energy_savings_md_pr_en&utm_content=utility_3_md&utm_term=3p
https://orderconstellation.com/states/home-services	dv360	display	energy_giftcard_GA		pr	ga		en	static		3p			https://orderconstellation.com/states/home-services?utm_source=dv360&utm_medium=display&utm_campaign=energy_giftcard_ga_pr_en&utm_content=ga&utm_term=3p
https://orderconstellation.com/states/home-services	dv360	display	energy_giftcard_GA		re	ga		en	static		1p			https://orderconstellation.com/states/home-services?utm_source=dv360&utm_medium=display&utm_campaign=energy_giftcard_ga_re_en&utm_content=ga&utm_term=1p
https://www.constellation.com/content/constellation/en/campaigns/SearchNew2020.html	google	cpc	energy_savings_MD	br	pr	md		en			cntx			https://www.constellation.com/content/constellation/en/campaigns/SearchNew2020.html?utm_source=google&utm_medium=cpc&utm_campaign=energy_savings_md_br_pr_md_en&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/content/constellation/en/campaigns/SearchNew2020.html	google	cpc	energy_savings_MD	nonbr	pr	md		en			cntx			https://www.constellation.com/content/constellation/en/campaigns/SearchNew2020.html?utm_source=google&utm_medium=cpc&utm_campaign=energy_savings_md_nonbr_pr_md_en&utm_content={ad_content}&utm_term={keyword}
https://orderconstellation.com/states/home-services	facebook	paid social	energy_giftcard_GA		pr	ga	atl	en	static		lal			https://orderconstellation.com/states/home-services?utm_source=facebook&utm_medium=paid+social&utm_campaign=energy_giftcard_ga_pr_en&utm_content=static_ga_atl&utm_term={{placement}}_lal
https://orderconstellation.com/states/home-services	facebook	paid social	energy_giftcard_GA		re	ga	atl	en	static		1p			https://orderconstellation.com/states/home-services?utm_source=facebook&utm_medium=paid+social&utm_campaign=energy_giftcard_ga_re_en&utm_content=static_ga_atl&utm_term={{placement}}_1p
https://www.constellationhome.com/md/promotion/hvac-install	google	cpc	hvac_pmax	na	pr	md		hs	dynamic		lal			https://www.constellationhome.com/md/promotion/hvac-install?utm_source=google&utm_medium=cpc&utm_campaign=hvac_pmax_na_pr_md_hs
https://www.orderconstellation.com/states/texas-202105	google	cpc	tx_pmax	na	pr	tx		en	dynamic		lal			https://www.orderconstellation.com/states/texas-202105?utm_source=google&utm_medium=cpc&utm_campaign=tx_pmax_na_pr_tx_en
https://www.constellationhome.com/md/ppc/google/boiler-installation/	google	cpc	evergreen_boiler_2023	nonbr	pr	md		hs			cntx			https://www.constellationhome.com/md/ppc/google/boiler-installation/?utm_source=google&utm_medium=cpc&utm_campaign=evergreen_boiler_2023_nonbr_pr_md_hs&utm_content={ad_content}&utm_term={keyword}
https://www.constellationhome.com/md/promotion/employee-pricing-event/	facebook	paid social	Employee_pricing_2024		pr	md		hs			lal			https://www.constellationhome.com/md/promotion/employee-pricing-event/?utm_source=facebook&utm_medium=paid+social&utm_campaign=employee_pricing_2024_pr_hs&utm_content=md&utm_term={{placement}}_lal
https://www.constellationhome.com/md/promotion/employee-pricing-event/	facebook	paid social	Employee_pricing_2024		re	md		hs			1p			https://www.constellationhome.com/md/promotion/employee-pricing-event/?utm_source=facebook&utm_medium=paid+social&utm_campaign=employee_pricing_2024_re_hs&utm_content=md&utm_term={{placement}}_1p
https://www.constellationhome.com/md/promotion/employee-pricing-event/	dv360	video	Employee_pricing_2024		pr	md		hs	video	15s				https://www.constellationhome.com/md/promotion/employee-pricing-event/?utm_source=dv360&utm_medium=video&utm_campaign=employee_pricing_2024_pr_hs&utm_content=15s_md
https://www.constellation.com/campaigns/lubbock-electricity.html	google	cpc	lubbock_tx	nonbr	pr	tx	lub	en			cntx			https://www.constellation.com/campaigns/lubbock-electricity.html?utm_source=google&utm_medium=cpc&utm_campaign=lubbock_tx_nonbr_pr_tx_lub_en&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/campaigns/lubbock-electricity.html	google	cpc	lubbock_tx	br	pr	tx	lub	en			cntx			https://www.constellation.com/campaigns/lubbock-electricity.html?utm_source=google&utm_medium=cpc&utm_campaign=lubbock_tx_br_pr_tx_lub_en&utm_content={ad_content}&utm_term={keyword}
https://www.orderconstellation.com/states/texas-202105	google	cpc	tx_dallas_pmax	na	pr	tx	dal	en	dynamic		lal			https://www.orderconstellation.com/states/texas-202105?utm_source=google&utm_medium=cpc&utm_campaign=tx_dallas_pmax_na_pr_tx_dal_en
https://www.orderconstellation.com/states/texas-202105	google	cpc	tx_houston_pmax	na	pr	tx	hou	en	dynamic		lal			https://www.orderconstellation.com/states/texas-202105?utm_source=google&utm_medium=cpc&utm_campaign=tx_houston_pmax_na_pr_tx_hou_en
https://www.constellation.com/campaigns/lubbock-electricity.html	facebook	paid social	lubbock_tx		pr	tx		en			lal			https://www.constellation.com/campaigns/lubbock-electricity.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=lubbock_tx_pr_en&utm_content=tx&utm_term={{placement}}_lal
https://www.constellation.com/campaigns/lubbock-electricity.html	facebook	paid social	lubbock_tx		re	tx		en			1p			https://www.constellation.com/campaigns/lubbock-electricity.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=lubbock_tx_re_en&utm_content=tx&utm_term={{placement}}_1p
https://www.constellationhome.com/md/promotion/water-heater-install/	dv360	video	Water_Heater_2024		pr	md		hs	video	15s				https://www.constellationhome.com/md/promotion/water-heater-install/?utm_source=dv360&utm_medium=video&utm_campaign=water_heater_2024_pr_hs&utm_content=15s_md
https://www.constellationhome.com/md/promotion/water-heater-install/	dv360	video	Water_Heater_2024		pr	md		hs	video	30s				https://www.constellationhome.com/md/promotion/water-heater-install/?utm_source=dv360&utm_medium=video&utm_campaign=water_heater_2024_pr_hs&utm_content=30s_md
https://www.constellation.com/campaigns/DisplayNew2020.html	dv360	display	Evergreen_2024		pr	cn		en	static	Control				https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=dv360&utm_medium=display&utm_campaign=evergreen_2024_pr_en&utm_content=control_cn
https://www.constellation.com/campaigns/DisplayNew2020.html	dv360	display	Evergreen_2024		re	cn		en	static	Control				https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=dv360&utm_medium=display&utm_campaign=evergreen_2024_re_en&utm_content=control_cn
https://www.constellation.com/campaigns/DisplayNew2020.html	dv360	display	Evergreen_2024		pr	cn		en	static	Concept 2				https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=dv360&utm_medium=display&utm_campaign=evergreen_2024_pr_en&utm_content=concept+2_cn
https://www.constellation.com/campaigns/DisplayNew2020.html	dv360	display	Evergreen_2024		re	cn		en	static	Concept 2				https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=dv360&utm_medium=display&utm_campaign=evergreen_2024_re_en&utm_content=concept+2_cn
https://www.constellation.com/campaigns/DisplayNew2020.html	dv360	display	Evergreen_2024		pr	cn		en	static	Concept 3				https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=dv360&utm_medium=display&utm_campaign=evergreen_2024_pr_en&utm_content=concept+3_cn
https://www.constellation.com/campaigns/DisplayNew2020.html	dv360	display	Evergreen_2024		re	cn		en	static	Concept 3				https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=dv360&utm_medium=display&utm_campaign=evergreen_2024_re_en&utm_content=concept+3_cn
https://www.constellation.com/campaigns/DisplayNew2020.html	facebook	paid social	Evergreen_2024		pr	cn		en	static	Control				https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2024_pr_en&utm_content=static_control_cn&utm_term={{placement}}
https://www.constellation.com/campaigns/DisplayNew2020.html	facebook	paid social	Evergreen_2024		re	cn		en	static	Control				https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2024_re_en&utm_content=static_control_cn&utm_term={{placement}}
https://www.constellation.com/campaigns/DisplayNew2020.html	facebook	paid social	Evergreen_2024		pr	cn		en	static	Concept2				https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2024_pr_en&utm_content=static_concept2_cn&utm_term={{placement}}
https://www.constellation.com/campaigns/DisplayNew2020.html	facebook	paid social	Evergreen_2024		re	cn		en	static	Concept2				https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2024_re_en&utm_content=static_concept2_cn&utm_term={{placement}}
https://www.constellation.com/campaigns/DisplayNew2020.html	facebook	paid social	Evergreen_2024		pr	cn		en	static	Concept3				https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2024_pr_en&utm_content=static_concept3_cn&utm_term={{placement}}
https://www.constellation.com/campaigns/DisplayNew2020.html	facebook	paid social	Evergreen_2024		re	cn		en	static	Concept3				https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_2024_re_en&utm_content=static_concept3_cn&utm_term={{placement}}
https://www.constellation.com/campaigns/DisplayNew2020.html	dv360	display	Energy_Savings_MA		pr	ma		en	static					https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=dv360&utm_medium=display&utm_campaign=energy_savings_ma_pr_en&utm_content=ma
https://www.constellation.com/campaigns/DisplayNew2020.html	dv360	display	Energy_Savings_CT		pr	ct		en	static					https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=dv360&utm_medium=display&utm_campaign=energy_savings_ct_pr_en&utm_content=ct
https://www.constellation.com/campaigns/DisplayNew2020.html	dv360	display	Energy_Savings_PA		pr	pa		en	static					https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=dv360&utm_medium=display&utm_campaign=energy_savings_pa_pr_en&utm_content=pa
https://www.constellation.com/campaigns/DisplayNew2020.html	dv360	display	Energy_Savings_OH		pr	oh		en	static	Group1				https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=dv360&utm_medium=display&utm_campaign=energy_savings_oh_pr_en&utm_content=group1_oh
https://www.constellation.com/campaigns/DisplayNew2020.html	dv360	display	Energy_Savings_OH		pr	oh		en	static	Group2				https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=dv360&utm_medium=display&utm_campaign=energy_savings_oh_pr_en&utm_content=group2_oh
https://www.constellation.com/campaigns/DisplayNew2020.html	dv360	display	Energy_Savings_MD		pr	md		en	static					https://www.constellation.com/campaigns/DisplayNew2020.html?utm_source=dv360&utm_medium=display&utm_campaign=energy_savings_md_pr_en&utm_content=md
https://www.orderconstellation.com/states/texas/202401	google	cpc	TX_Houston_Electric_PMax	na	pr	tx	hou	en	dynamic		lal			https://www.orderconstellation.com/states/texas/202401?utm_source=google&utm_medium=cpc&utm_campaign=tx_houston_electric_pmax_na_pr_tx_hou_en
https://www.orderconstellation.com/states/texas/202401	google	cpc	TX_Electric_PMax	na	pr	tx		en	dynamic		lal			https://www.orderconstellation.com/states/texas/202401?utm_source=google&utm_medium=cpc&utm_campaign=tx_electric_pmax_na_pr_tx_en
https://www.orderconstellation.com/states/texas/202401	google	cpc	TX_Electric_NB Restructure	nonbr	pr	tx		en	dynamic		lal			https://www.orderconstellation.com/states/texas/202401?utm_source=google&utm_medium=cpc&utm_campaign=tx_electric_nb+restructure_nonbr_pr_tx_en&utm_content={ad_content}&utm_term={keyword}
https://www.orderconstellation.com/states/texas/202401	google	cpc	TX_Electric_BR Restructure	br	pr	tx		en	dynamic		cntx			https://www.orderconstellation.com/states/texas/202401?utm_source=google&utm_medium=cpc&utm_campaign=tx_electric_br+restructure_br_pr_tx_en&utm_content={ad_content}&utm_term={keyword}
https://www.orderconstellation.com/states/texas/202401	google	cpc	TX_Dallas_Electric_PMax	na	pr	tx	dal	en	dynamic		lal			https://www.orderconstellation.com/states/texas/202401?utm_source=google&utm_medium=cpc&utm_campaign=tx_dallas_electric_pmax_na_pr_tx_dal_en
https://www.orderconstellation.com/states/texas/202401	facebook	paid social	Evergreen_TX		pr	tx		en	static		lal			https://www.orderconstellation.com/states/texas/202401?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_tx_pr_en&utm_content=static_tx&utm_term={{placement}}_lal
https://www.orderconstellation.com/states/texas/202401	facebook	paid social	Evergreen_TX		re	tx		en	static		1p			https://www.orderconstellation.com/states/texas/202401?utm_source=facebook&utm_medium=paid+social&utm_campaign=evergreen_tx_re_en&utm_content=static_tx&utm_term={{placement}}_1p
https://www.orderconstellation.com/states/texas/202401	facebook	paid social	Localilzed_TX		pr	tx		en	static		lal			https://www.orderconstellation.com/states/texas/202401?utm_source=facebook&utm_medium=paid+social&utm_campaign=localilzed_tx_pr_en&utm_content=static_tx&utm_term={{placement}}_lal
https://www.orderconstellation.com/states/texas/202401	facebook	paid social	Localilzed_TX		re	tx		en	static		1p			https://www.orderconstellation.com/states/texas/202401?utm_source=facebook&utm_medium=paid+social&utm_campaign=localilzed_tx_re_en&utm_content=static_tx&utm_term={{placement}}_1p
https://www.constellation.com/campaigns/SearchNew2020.html	google	cpc	PA_Electric_NB_Savings_METED, PECO, PENELEC, PENNPWR, WPP Markets	nonbr	pr	pa		en	dynamic		3p			https://www.constellation.com/campaigns/SearchNew2020.html?utm_source=google&utm_medium=cpc&utm_campaign=pa_electric_nb_savings_meted,+peco,+penelec,+pennpwr,+wpp+markets_nonbr_pr_pa_en&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/campaigns/SearchNew2020.html	google	cpc	PA_Electric_BR_Savings_METED, PECO, PENELEC, PENNPWR, WPP Markets	br	pr	pa		en	dynamic		3p			https://www.constellation.com/campaigns/SearchNew2020.html?utm_source=google&utm_medium=cpc&utm_campaign=pa_electric_br_savings_meted,+peco,+penelec,+pennpwr,+wpp+markets_br_pr_pa_en&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/campaigns/SearchNew2020.html	google	cpc	OH_Electric_NB_Savings_CINERGY Markets	nonbr	pr	oh		en	dynamic		3p			https://www.constellation.com/campaigns/SearchNew2020.html?utm_source=google&utm_medium=cpc&utm_campaign=oh_electric_nb_savings_cinergy+markets_nonbr_pr_oh_en&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/campaigns/SearchNew2020.html	google	cpc	OH_Electric_NB_Savings_CEI, OE, TE, CSPC/OPC, DAYTON Markets	nonbr	pr	oh		en	dynamic		3p			https://www.constellation.com/campaigns/SearchNew2020.html?utm_source=google&utm_medium=cpc&utm_campaign=oh_electric_nb_savings_cei,+oe,+te,+cspc/opc,+dayton+markets_nonbr_pr_oh_en&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/campaigns/SearchNew2020.html	google	cpc	OH_Electric_BR_Savings_CINERGY Markets	br	pr	oh		en	dynamic		3p			https://www.constellation.com/campaigns/SearchNew2020.html?utm_source=google&utm_medium=cpc&utm_campaign=oh_electric_br_savings_cinergy+markets_br_pr_oh_en&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/campaigns/SearchNew2020.html	google	cpc	OH_Electric_BR_Savings_CEI, OE, TE, CSPC/OPC, DAYTON Markets	br	pr	oh		en	dynamic		3p			https://www.constellation.com/campaigns/SearchNew2020.html?utm_source=google&utm_medium=cpc&utm_campaign=oh_electric_br_savings_cei,+oe,+te,+cspc/opc,+dayton+markets_br_pr_oh_en&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/campaigns/SearchNew2020.html	google	cpc	MA_Electric_NB_Savings_MECO Market	nonbr	pr	ma		en	dynamic		3p			https://www.constellation.com/campaigns/SearchNew2020.html?utm_source=google&utm_medium=cpc&utm_campaign=ma_electric_nb_savings_meco+market_nonbr_pr_ma_en&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/campaigns/SearchNew2020.html	google	cpc	MA_Electric_NB_Savings_BE Market	nonbr	pr	ma		en	dynamic		3p			https://www.constellation.com/campaigns/SearchNew2020.html?utm_source=google&utm_medium=cpc&utm_campaign=ma_electric_nb_savings_be+market_nonbr_pr_ma_en&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/campaigns/SearchNew2020.html	google	cpc	MA_Electric_BR_Savings_MECO Market	br	pr	ma		en	dynamic		3p			https://www.constellation.com/campaigns/SearchNew2020.html?utm_source=google&utm_medium=cpc&utm_campaign=ma_electric_br_savings_meco+market_br_pr_ma_en&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/campaigns/SearchNew2020.html	google	cpc	MA_Electric_BR_Savings_BE Market	br	pr	ma		en	dynamic		3p			https://www.constellation.com/campaigns/SearchNew2020.html?utm_source=google&utm_medium=cpc&utm_campaign=ma_electric_br_savings_be+market_br_pr_ma_en&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/campaigns/SearchNew2020.html	google	cpc	CT_Electric_NB_Savings_UI Market	nonbr	pr	ct		en	dynamic		3p			https://www.constellation.com/campaigns/SearchNew2020.html?utm_source=google&utm_medium=cpc&utm_campaign=ct_electric_nb_savings_ui+market_nonbr_pr_ct_en&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/campaigns/SearchNew2020.html	google	cpc	CT_Electric_NB_Savings_CLP Market	nonbr	pr	ct		en	dynamic		3p			https://www.constellation.com/campaigns/SearchNew2020.html?utm_source=google&utm_medium=cpc&utm_campaign=ct_electric_nb_savings_clp+market_nonbr_pr_ct_en&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/campaigns/SearchNew2020.html	google	cpc	CT_Electric_BR_Savings_UI Market	br	pr	ct		en	dynamic		3p			https://www.constellation.com/campaigns/SearchNew2020.html?utm_source=google&utm_medium=cpc&utm_campaign=ct_electric_br_savings_ui+market_br_pr_ct_en&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/campaigns/SearchNew2020.html	google	cpc	CT_Electric_BR_Savings_CLP Market	br	pr	ct		en	dynamic		3p			https://www.constellation.com/campaigns/SearchNew2020.html?utm_source=google&utm_medium=cpc&utm_campaign=ct_electric_br_savings_clp+market_br_pr_ct_en&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/campaigns/SearchNew2020.html	google	cpc	MD_Electric_NB_Savings_BGE, DPL, PEPCO Markets	nonbr	pr	md		en	dynamic		3p			https://www.constellation.com/campaigns/SearchNew2020.html?utm_source=google&utm_medium=cpc&utm_campaign=md_electric_nb_savings_bge,+dpl,+pepco+markets_nonbr_pr_md_en&utm_content={ad_content}&utm_term={keyword}
https://www.constellation.com/campaigns/SearchNew2020.html	google	cpc	MD_Electric_BR_Savings_BGE, DPL, PEPCO Markets	br	pr	md		en	dynamic		3p			https://www.constellation.com/campaigns/SearchNew2020.html?utm_source=google&utm_medium=cpc&utm_campaign=md_electric_br_savings_bge,+dpl,+pepco+markets_br_pr_md_en&utm_content={ad_content}&utm_term={keyword}
https://www.orderconstellation.com/states/texas/202401	dv360	display	Evergreen		pr	tx		en	static	Group1	3p			https://www.orderconstellation.com/states/texas/202401?utm_source=dv360&utm_medium=display&utm_campaign=evergreen_pr_en&utm_content=group1_tx&utm_term=3p
https://www.orderconstellation.com/states/texas/202401	dv360	display	Evergreen		re	tx		en	static	Group1	1p			https://www.orderconstellation.com/states/texas/202401?utm_source=dv360&utm_medium=display&utm_campaign=evergreen_re_en&utm_content=group1_tx&utm_term=1p
https://www.orderconstellation.com/states/texas/202401	dv360	video	Energy_TX_CTV/OTT		pr	tx	dal	en	video	15s	3p			https://www.orderconstellation.com/states/texas/202401?utm_source=dv360&utm_medium=video&utm_campaign=energy_tx_ctv/ott_pr_en&utm_content=15s_tx_dal&utm_term=3p
https://www.orderconstellation.com/states/texas/202401	dv360	video	Energy_TX_CTV/OTT		pr	tx	dal	en	video	30s	3p			https://www.orderconstellation.com/states/texas/202401?utm_source=dv360&utm_medium=video&utm_campaign=energy_tx_ctv/ott_pr_en&utm_content=30s_tx_dal&utm_term=3p
https://www.orderconstellation.com/states/texas/202401	dv360	video	Energy_TX_CTV/OTT		pr	tx	hou	en	video	15s	3p			https://www.orderconstellation.com/states/texas/202401?utm_source=dv360&utm_medium=video&utm_campaign=energy_tx_ctv/ott_pr_en&utm_content=15s_tx_hou&utm_term=3p
https://www.orderconstellation.com/states/texas/202401	dv360	video	Energy_TX_CTV/OTT		pr	tx	hou	en	video	30s	3p			https://www.orderconstellation.com/states/texas/202401?utm_source=dv360&utm_medium=video&utm_campaign=energy_tx_ctv/ott_pr_en&utm_content=30s_tx_hou&utm_term=3p
https://constellationcommunitysolar.com/	google	cpc	Solar_BR	br	pr	il		en	dynamic		lal			https://constellationcommunitysolar.com/?utm_source=google&utm_medium=cpc&utm_campaign=solar_br_br_pr_il_en&utm_content={ad_content}&utm_term={keyword}
https://constellationcommunitysolar.com/	google	cpc	Solar_NB	nonbr	pr	il		en	dynamic		lal			https://constellationcommunitysolar.com/?utm_source=google&utm_medium=cpc&utm_campaign=solar_nb_nonbr_pr_il_en&utm_content={ad_content}&utm_term={keyword}
https://visit.constellation.com/community-solar-enrollment	facebook	paid social	Community_Solar		pr	il		en	static		lal			https://visit.constellation.com/community-solar-enrollment?utm_source=facebook&utm_medium=paid+social&utm_campaign=community_solar_pr_en&utm_content=static_il&utm_term={{placement}}_lal
https://visit.constellation.com/community-solar-enrollment	facebook	paid social	Community_Solar		re	il		en	static		1p			https://visit.constellation.com/community-solar-enrollment?utm_source=facebook&utm_medium=paid+social&utm_campaign=community_solar_re_en&utm_content=static_il&utm_term={{placement}}_1p
